# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
97.6661474280148099	U               	(-2.11707049e+00 -2.05187605e+00 -1.45369185e-18)	(5.09515735e-01 -8.60004264e-01 2.64489748e-17)	(3.76009605e+00 1.16022137e+00 2.14383089e-18)	(1.20597713e+00 -1.63186342e+00 8.36039058e-18)
97.6661474280148099	p               	-8.65910711e+00	(3.67936850e-01 -9.39341094e-01 -2.64115876e-17)	2.20020786e+00	(-1.59781917e+00 4.31212998e-01 1.27808830e-17)
97.6831448505429734	U               	(-2.40333119e-01 -1.18946119e+00 -2.29851874e-18)	(9.64621359e-01 2.01798797e-01 0.00000000e+00)	(3.76368040e+00 1.17946553e+00 2.01386812e-18)	(1.22094748e+00 -1.63186345e+00 0.00000000e+00)
97.6831448505429734	p               	-8.71310765e+00	(3.83227166e-01 -9.39341095e-01 1.35971718e-17)	2.20307878e+00	(-1.58271578e+00 4.31213172e-01 -2.71098164e-17)
97.700250285599239	U               	(-3.76024795e-01 -2.43532438e+00 -1.30198199e-18)	(9.98989621e-01 -4.06192788e-02 0.00000000e+00)	(3.65757519e+00 1.16423585e+00 1.36986860e-18)	(1.36910170e+00 -1.80685369e+00 0.00000000e+00)
97.700250285599239	p               	-8.76621525e+00	(3.98618398e-01 -9.39341095e-01 1.43796493e-17)	2.20542370e+00	(-1.56728343e+00 4.31213002e-01 1.35562636e-17)
97.7174677690887137	U               	(-1.22956940e+00 -3.08302024e+00 -1.08201946e-18)	(9.20414564e-01 -4.33038149e-01 7.82516913e-19)	(3.65369633e+00 1.17798589e+00 1.67827227e-18)	(1.38435248e+00 -1.80685374e+00 -2.96760129e-17)
97.7174677690887137	p               	-8.81715426e+00	(4.14112179e-01 -9.39341098e-01 -1.43797282e-17)	2.20818004e+00	(-1.55198179e+00 4.31213185e-01 0.00000000e+00)
97.7348018740465818	U               	(-1.21601846e+00 -3.05550142e+00 -1.30953105e-18)	(9.36014429e-01 -4.33038140e-01 1.28246213e-17)	(3.72010390e+00 9.83613451e-01 6.76454156e-19)	(1.25445253e+00 -1.91436234e+00 7.01096108e-18)
97.7348018740465818	p               	-8.86716764e+00	(4.29711702e-01 -9.39341096e-01 1.35974228e-17)	2.21051689e+00	(-1.53636797e+00 4.31212996e-01 -2.63188347e-17)
97.7522568039410373	U               	(-4.66332564e-01 -1.05818504e+00 -1.20290023e-18)	(1.07573871e+00 -2.99982886e-01 -2.47900064e-17)	(3.77675789e+00 1.25735667e+00 2.73218227e-18)	(1.28240963e+00 -1.63186344e+00 0.00000000e+00)
97.7522568039410373	p               	-8.91666976e+00	(4.45420055e-01 -9.39341097e-01 0.00000000e+00)	2.21257720e+00	(-1.52087602e+00 4.31213162e-01 -1.35419945e-17)
97.7698368801141413	U               	(-2.02665752e+00 -1.93346944e+00 -1.39613427e-18)	(6.02819139e-01 -8.60004265e-01 0.00000000e+00)	(3.74855746e+00 1.26193326e+00 4.43067067e-18)	(1.36304182e+00 -1.71776265e+00 0.00000000e+00)
97.7698368801141413	p               	-8.96546844e+00	(4.61240223e-01 -9.39341095e-01 -1.28152918e-17)	2.21424163e+00	(-1.50504259e+00 4.31212956e-01 -1.35423116e-17)
97.7875461370850587	U               	(-1.67645695e-01 -1.32859138e+00 -2.81537092e-18)	(1.05857046e+00 2.01798798e-01 -2.72495803e-17)	(3.78301542e+00 1.29619513e+00 1.88088921e-18)	(1.31372785e+00 -1.63186342e+00 -3.50445934e-17)
97.7875461370850587	p               	-9.01119053e+00	(4.77175261e-01 -9.39341099e-01 1.43802729e-17)	2.21644691e+00	(-1.48930316e+00 4.31213116e-01 1.27545906e-17)
97.8053886330045543	U               	(-1.55033870e-01 -1.35332324e+00 -2.82729273e-18)	(1.07462303e+00 2.01798805e-01 7.82650998e-19)	(4.18242263e+00 6.64978690e-01 1.50592587e-18)	(8.72786825e-01 -1.79337680e+00 0.00000000e+00)
97.8053886330045543	p               	-9.05838325e+00	(4.93227150e-01 -9.39341098e-01 0.00000000e+00)	2.21752105e+00	(-1.47324788e+00 4.31212914e-01 0.00000000e+00)
97.8233682769822224	U               	(-1.14618729e+00 -2.91166079e+00 -8.37299863e-19)	(1.01570142e+00 -4.33038140e-01 0.00000000e+00)	(3.77224160e+00 1.09078137e+00 3.04419665e-18)	(1.10400327e+00 -1.55641389e+00 0.00000000e+00)
97.8233682769822224	p               	-9.10279540e+00	(5.09398718e-01 -9.39341099e-01 0.00000000e+00)	2.21988291e+00	(-1.45727024e+00 4.31213103e-01 1.27476930e-17)
97.8414889116198339	U               	(-1.46029171e-01 -1.80615834e+00 -1.50088167e-18)	(1.11974902e+00 1.21582643e-01 0.00000000e+00)	(3.84783419e+00 1.10901470e+00 7.39991098e-19)	(1.28864499e+00 -1.81992017e+00 0.00000000e+00)
97.8414889116198339	p               	-9.14585822e+00	(5.25692334e-01 -9.39341097e-01 1.43805486e-17)	2.22167068e+00	(-1.44102087e+00 4.31212945e-01 0.00000000e+00)
97.8597534905934339	U               	(-1.34643234e-01 -1.82263115e+00 -1.23249944e-18)	(1.13616502e+00 1.21582643e-01 0.00000000e+00)	(3.92122867e+00 8.99991758e-01 1.69370132e-18)	(1.15882222e+00 -1.91051334e+00 0.00000000e+00)
97.8597534905934339	p               	-9.18872637e+00	(5.42108671e-01 -9.39341098e-01 1.35982233e-17)	2.22347623e+00	(-1.42481576e+00 4.31213159e-01 2.62578756e-17)
97.8781652883952376	U               	(-7.20603593e-01 -2.83954970e+00 -1.37496323e-18)	(1.12111241e+00 -2.80770987e-01 2.72307533e-17)	(3.74121582e+00 1.35832934e+00 1.40017215e-18)	(1.45925750e+00 -1.71776271e+00 2.45917868e-17)
97.8781652883952376	p               	-9.22974160e+00	(5.58650146e-01 -9.39341096e-01 1.35983065e-17)	2.22478976e+00	(-1.40831068e+00 4.31213017e-01 -2.78165830e-17)
97.8967265751024485	U               	(-2.59913737e-01 -2.43309721e+00 -8.68466107e-19)	(1.17568764e+00 -4.06192940e-02 1.44463232e-17)	(3.83355919e+00 1.17265534e+00 2.96920362e-18)	(1.16932335e+00 -1.55641389e+00 -1.07531125e-17)
97.8967265751024485	p               	-9.26876055e+00	(5.75316456e-01 -9.39341099e-01 0.00000000e+00)	2.22704002e+00	(-1.39190591e+00 4.31213258e-01 -1.42894584e-17)
97.9154398490315856	U               	(-9.95397908e-02 -1.87262619e+00 -3.07055486e-18)	(1.18616594e+00 1.21582628e-01 -1.36433911e-17)	(3.80564413e+00 1.42888841e+00 1.61875783e-18)	(1.42729993e+00 -1.63186342e+00 0.00000000e+00)
97.9154398490315856	p               	-9.30779256e+00	(5.92109868e-01 -9.39341097e-01 -1.51634771e-17)	2.22787361e+00	(-1.37514424e+00 4.31213080e-01 1.35074945e-17)
97.934306576699143	U               	(-8.76858751e-02 -1.88976618e+00 -1.18860321e-18)	(1.20308514e+00 1.21582634e-01 -1.36437883e-17)	(3.80937533e+00 1.44689377e+00 7.34563444e-19)	(1.44385569e+00 -1.63186345e+00 1.83298662e-17)
97.934306576699143	p               	-9.34497727e+00	(6.09029165e-01 -9.39341097e-01 -1.43811812e-17)	2.22960555e+00	(-1.35839999e+00 4.31213291e-01 0.00000000e+00)
97.953328218737667	U               	(-2.27848478e-01 -2.43244264e+00 -5.09135887e-19)	(1.22644559e+00 -4.06193017e-02 1.28829652e-17)	(3.81307611e+00 1.46474603e+00 8.76018430e-19)	(1.46069740e+00 -1.63186343e+00 0.00000000e+00)
97.953328218737667	p               	-9.38111172e+00	(6.26074581e-01 -9.39341093e-01 2.79802192e-17)	2.23121901e+00	(-1.34135962e+00 4.31213105e-01 0.00000000e+00)
97.9725048403756915	U               	(-2.17002652e-01 -2.43279404e+00 -1.46742309e-18)	(1.24361543e+00 -4.06192945e-02 0.00000000e+00)	(3.81709396e+00 1.48212284e+00 1.85777118e-18)	(1.47749530e+00 -1.63186344e+00 1.83384172e-17)
97.9725048403756915	p               	-9.41644918e+00	(6.43244452e-01 -9.39341098e-01 0.00000000e+00)	2.23267854e+00	(-1.32445645e+00 4.31213239e-01 0.00000000e+00)
97.991836591783283	U               	(-5.26723660e-02 -1.94236590e+00 -1.71267003e-18)	(1.25459393e+00 1.21582625e-01 0.00000000e+00)	(4.08514539e+00 1.02055799e+00 1.76449466e-18)	(1.22477796e+00 -1.81488826e+00 0.00000000e+00)
97.991836591783283	p               	-9.44962070e+00	(6.60537803e-01 -9.39341097e-01 1.43815841e-17)	2.23421777e+00	(-1.26892869e+00 5.49830345e-01 1.50512990e-17)
98.011322518185537	U               	(-1.94770848e-01 -2.43501631e+00 -2.78904231e-18)	(1.27832149e+00 -4.06193066e-02 0.00000000e+00)	(3.71723839e+00 1.16525929e+00 1.41241943e-18)	(1.49791182e+00 -1.91436235e+00 2.96959857e-17)
98.011322518185537	p               	-9.48125723e+00	(6.77951333e-01 -9.39341096e-01 2.64161222e-17)	2.23594317e+00	(-1.25177678e+00 5.49830489e-01 1.42618207e-17)
98.0309618684874096	U               	(-1.64848954e+00 -1.97924763e+00 -5.12777445e-19)	(9.64451851e-01 -7.59452237e-01 1.36591431e-17)	(3.74174948e+00 1.47585091e+00 1.85328464e-18)	(1.59360843e+00 -1.71776267e+00 -5.69687163e-17)
98.0309618684874096	p               	-9.51092981e+00	(6.95482898e-01 -9.39341095e-01 0.00000000e+00)	2.23794401e+00	(-1.23421709e+00 5.49830256e-01 1.34817589e-17)
98.0507517417404841	U               	(-2.99535025e-01 -2.57064410e+00 -1.54190996e-18)	(1.30718343e+00 -1.21582575e-01 0.00000000e+00)	(3.74274348e+00 1.48919296e+00 4.04032534e-18)	(1.61102106e+00 -1.71776269e+00 7.69576374e-18)
98.0507517417404841	p               	-9.54052583e+00	(7.13128670e-01 -9.39341102e-01 -1.43819242e-17)	2.24080479e+00	(-1.21682219e+00 5.49830364e-01 0.00000000e+00)
98.0706889673803914	U               	(3.33382527e-02 -1.72156781e+00 -1.20129668e-18)	(1.31227576e+00 2.01798763e-01 0.00000000e+00)	(3.83885508e+00 1.56340569e+00 1.50133796e-18)	(1.56401636e+00 -1.63186337e+00 0.00000000e+00)
98.0706889673803914	p               	-9.56908975e+00	(7.30882454e-01 -9.39341098e-01 2.64169172e-17)	2.24321969e+00	(-1.19906649e+00 5.49830086e-01 2.61647489e-17)
98.0907654757002661	U               	(4.97206722e-02 -1.74864575e+00 -1.23845188e-18)	(1.33012870e+00 2.01798769e-01 0.00000000e+00)	(3.74596992e+00 1.51439819e+00 1.23689978e-18)	(1.64583076e+00 -1.71776270e+00 0.00000000e+00)
98.0907654757002661	p               	-9.60362486e+00	(8.21087819e-01 -9.02460171e-01 5.52102547e-17)	2.24568419e+00	(-1.18143330e+00 5.49830190e-01 2.77112207e-17)
98.1109706832665154	U               	(6.06957168e-02 -1.12616919e+00 -1.20654325e-18)	(1.30405913e+00 3.58010313e-01 0.00000000e+00)	(3.86203728e+00 1.61707881e+00 1.61095983e-18)	(1.53682803e+00 -1.54904147e+00 0.00000000e+00)
98.1109706832665154	p               	-9.63912837e+00	(8.39029178e-01 -9.02460171e-01 0.00000000e+00)	2.24831610e+00	(-1.25116494e+00 5.81454253e-01 -1.23257406e-17)
98.1312974364284827	U               	(-1.48041556e+00 -2.03601924e+00 -8.68476889e-19)	(1.11111343e+00 -7.02007808e-01 -2.81081294e-17)	(3.75039061e+00 1.53764580e+00 1.60816092e-18)	(1.68088284e+00 -1.71776269e+00 -3.23854519e-17)
98.1312974364284827	p               	-9.67413754e+00	(8.57051708e-01 -9.02460170e-01 1.28250991e-17)	2.25068884e+00	(-1.23342148e+00 5.81454452e-01 3.61753156e-17)
98.1517382640753624	U               	(-1.24498174e-01 -2.46093741e+00 -8.35989314e-19)	(1.40316441e+00 -4.06193185e-02 0.00000000e+00)	(3.75256751e+00 1.54868299e+00 2.74295538e-18)	(1.69878943e+00 -1.71776266e+00 3.23847362e-17)
98.1517382640753624	p               	-9.70867778e+00	(8.75145663e-01 -9.02460170e-01 0.00000000e+00)	2.25307539e+00	(-1.21535758e+00 5.81454195e-01 -2.38541234e-17)
98.1722837817071934	U               	(1.28703098e-01 -1.25195369e+00 -8.27613295e-19)	(1.35832983e+00 3.58010313e-01 0.00000000e+00)	(3.86562083e+00 1.63046083e+00 1.35366683e-18)	(1.65249045e+00 -1.63186343e+00 0.00000000e+00)
98.1722837817071934	p               	-9.74241684e+00	(8.93301154e-01 -9.02460171e-01 0.00000000e+00)	2.25506087e+00	(-1.19744465e+00 5.81454395e-01 0.00000000e+00)
98.1929243574979722	U               	(1.39979352e-01 -1.88800099e+00 -2.22804468e-18)	(1.42054857e+00 2.01798775e-01 -1.51973974e-17)	(3.87099141e+00 1.64216581e+00 3.31658315e-18)	(1.67070175e+00 -1.63186341e+00 3.51978285e-17)
98.1929243574979722	p               	-9.77660907e+00	(9.11507490e-01 -9.02460174e-01 4.23880945e-17)	2.25820523e+00	(-1.17922313e+00 5.81454266e-01 -1.15307171e-17)
98.2136484801514484	U               	(-7.34910823e-01 -2.53705748e+00 -6.52255579e-19)	(1.39477924e+00 -3.58010269e-01 0.00000000e+00)	(3.87730274e+00 1.65265056e+00 1.38684929e-18)	(1.68837085e+00 -1.63186340e+00 0.00000000e+00)
98.2136484801514484	p               	-9.80819585e+00	(9.29750686e-01 -9.02460178e-01 0.00000000e+00)	2.26047153e+00	(-1.16134364e+00 5.81454360e-01 3.61247704e-17)
98.2344445226879373	U               	(2.00670344e-01 -1.38002223e+00 -1.82485036e-18)	(1.41305174e+00 3.58010323e-01 0.00000000e+00)	(3.83886433e+00 1.67484861e+00 1.49886138e-18)	(1.58480714e+00 -1.46918682e+00 0.00000000e+00)
98.2344445226879373	p               	-9.83762552e+00	(9.48021491e-01 -9.02460179e-01 0.00000000e+00)	2.26205453e+00	(-1.14304884e+00 5.81454215e-01 0.00000000e+00)
98.2552991549010812	U               	(6.91705731e-01 -1.14951760e+00 -6.36492015e-19)	(2.82423868e+01 -4.94428170e+00 -2.23904676e-17)	(3.76758861e+00 1.59489676e+00 2.30272759e-18)	(1.78829467e+00 -1.71776268e+00 1.54337661e-17)
98.2552991549010812	p               	-9.86847198e+00	(9.66303459e-01 -9.02460179e-01 1.43908931e-17)	2.26317192e+00	(-1.12504736e+00 5.81454279e-01 0.00000000e+00)
98.2761992227610506	U               	(2.13949433e-01 -2.00421359e+00 -1.84768838e-18)	(1.49362899e+00 2.01798795e-01 -1.28503895e-17)	(3.94658876e+00 1.72061949e+00 3.02562213e-18)	(1.68061550e+00 -1.54904147e+00 0.00000000e+00)
98.2761992227610506	p               	-9.90154217e+00	(1.05381327e+00 -8.60004270e-01 7.82311053e-19)	2.26532479e+00	(-1.10673101e+00 5.81454095e-01 0.00000000e+00)
98.2971298477090585	U               	(1.60654923e-01 -2.24842403e+00 -1.61610432e-18)	(1.52455650e+00 1.21582640e-01 0.00000000e+00)	(3.77444287e+00 1.60935595e+00 1.77017359e-18)	(1.82434079e+00 -1.71776266e+00 -1.70005066e-17)
98.2971298477090585	p               	-9.94200473e+00	(1.07207971e+00 -8.60004267e-01 1.44037261e-17)	2.26657673e+00	(-1.08869652e+00 5.81454271e-01 -1.22891047e-17)
98.3180768375726615	U               	(2.99927390e-01 -1.54688044e+00 -1.24114561e-18)	(1.48612048e+00 3.58010331e-01 0.00000000e+00)	(3.69964689e+00 1.95578285e+00 2.89425000e-18)	(1.90164122e+00 -1.52453432e+00 0.00000000e+00)
98.3180768375726615	p               	-9.98152692e+00	(1.09031670e+00 -8.60004269e-01 0.00000000e+00)	2.26816322e+00	(-1.07038565e+00 5.81454118e-01 -2.53619401e-17)
98.3390250746280543	U               	(3.10068675e-01 -1.30696764e+00 -1.78904237e-18)	(1.47323415e+00 4.33038215e-01 0.00000000e+00)	(3.72742131e+00 2.00306740e+00 2.65555004e-18)	(1.85157447e+00 -1.44722422e+00 2.00237424e-17)
98.3390250746280543	p               	-1.00218324e+01	(1.10850844e+00 -8.60004267e-01 -1.36216227e-17)	2.26947205e+00	(-1.05243363e+00 5.81454262e-01 1.22845210e-17)
98.3599600197411519	U               	(-1.88231593e-01 -2.63290291e+00 -1.44103113e-18)	(1.57911823e+00 -1.21582549e-01 -1.36502488e-17)	(3.98763015e+00 1.75381972e+00 1.37686708e-18)	(1.75307228e+00 -1.54904150e+00 1.99501666e-17)
98.3599600197411519	p               	-1.00622421e+01	(1.12664240e+00 -8.60004269e-01 0.00000000e+00)	2.27074064e+00	(-1.03426455e+00 5.81454093e-01 2.45702515e-17)
98.3808661487894369	U               	(3.52088858e-01 -1.92375331e+00 -1.15856006e-18)	(1.56558418e+00 2.80771069e-01 1.28407046e-17)	(3.78892567e+00 1.63149962e+00 2.32092607e-18)	(1.89596379e+00 -1.71776268e+00 0.00000000e+00)
98.3808661487894369	p               	-1.00999526e+01	(1.14469974e+00 -8.60004267e-01 0.00000000e+00)	2.27212732e+00	(-1.01645416e+00 5.81454184e-01 1.14981844e-17)
98.4017299394013349	U               	(-1.75907868e-02 -2.61522046e+00 -1.39147343e-18)	(1.62146419e+00 -4.06192936e-02 1.28902011e-17)	(3.76228947e+00 2.03224882e+00 3.42432698e-18)	(1.90533586e+00 -1.44722420e+00 0.00000000e+00)
98.4017299394013349	p               	-1.01385754e+01	(1.16267232e+00 -8.60004270e-01 2.64618038e-17)	2.27291748e+00	(-9.98464276e-01 5.81453971e-01 -4.83344192e-17)
98.4225349511696379	U               	(-1.03859752e-02 -2.63546398e+00 -9.93362051e-19)	(1.63933337e+00 -4.06192907e-02 1.36728837e-17)	(4.01754167e+00 1.77032061e+00 9.13052925e-19)	(1.80596901e+00 -1.54904149e+00 0.00000000e+00)
98.4225349511696379	p               	-1.01763419e+01	(1.18054128e+00 -8.60004271e-01 1.36223813e-17)	2.27390101e+00	(-9.81000686e-01 5.81454106e-01 0.00000000e+00)
98.4432699285320894	U               	(-8.99649027e-01 -2.53771619e+00 -9.09494229e-19)	(1.56302256e+00 -4.33038154e-01 1.36173162e-17)	(3.94296007e+00 1.72651432e+00 2.12004894e-18)	(1.88535248e+00 -1.63186329e+00 -1.68595739e-17)
98.4432699285320894	p               	-1.02236608e+01	(1.26397375e+00 -8.12236334e-01 0.00000000e+00)	2.27459233e+00	(-9.12691713e-01 7.03225804e-01 1.22800866e-17)
98.4639225885319149	U               	(-5.24942950e-01 -2.70406423e+00 -1.68563209e-18)	(1.63681423e+00 -2.80770983e-01 0.00000000e+00)	(3.74898165e+00 2.00528464e+00 1.69610957e-18)	(2.02568987e+00 -1.52453429e+00 0.00000000e+00)
98.4639225885319149	p               	-1.02724953e+01	(1.28160587e+00 -8.12236334e-01 -2.80633308e-17)	2.27689814e+00	(-8.95323240e-01 7.03225850e-01 1.14930179e-17)
98.4844827008672468	U               	(5.21981620e-01 -1.61330419e+00 -1.15142376e-18)	(1.59815610e+00 4.33038212e-01 -1.28343348e-17)	(3.80730745e+00 2.05961019e+00 3.24668790e-18)	(1.97551991e+00 -1.44722414e+00 3.85240096e-17)
98.4844827008672468	p               	-1.03223414e+01	(1.29910510e+00 -8.12236333e-01 1.36405022e-17)	2.27785521e+00	(-8.77818873e-01 7.03225628e-01 3.60386161e-17)
98.5049397954148418	U               	(-1.08568112e+00 -2.50096918e+00 -9.77466166e-19)	(1.57862666e+00 -5.05390013e-01 2.80274731e-17)	(4.05309301e+00 1.78534078e+00 4.04835294e-18)	(1.87573690e+00 -1.54904148e+00 -2.91858383e-17)
98.5049397954148418	p               	-1.03695399e+01	(1.31645924e+00 -8.12236333e-01 -1.36407814e-17)	2.27929170e+00	(-8.60704326e-01 7.03225731e-01 -1.14866330e-17)
98.5252855309833677	U               	(5.81638204e-01 -1.69436479e+00 -2.87496632e-18)	(1.63271481e+00 4.33038212e-01 -2.72340483e-17)	(3.82870119e+00 2.06918867e+00 2.93462173e-18)	(2.00987035e+00 -1.44722415e+00 9.24342910e-18)
98.5252855309833677	p               	-1.04182900e+01	(1.33366374e+00 -8.12236333e-01 0.00000000e+00)	2.28109040e+00	(-8.43449988e-01 7.03225619e-01 0.00000000e+00)
98.5455118540974269	U               	(-3.43657003e-01 -2.83093618e+00 -1.04834523e-18)	(1.72484787e+00 -2.01798715e-01 1.44183195e-17)	(3.78800924e+00 2.05249632e+00 4.17399500e-18)	(1.96143789e+00 -1.37268369e+00 3.26329495e-17)
98.5455118540974269	p               	-1.04665316e+01	(1.35070927e+00 -8.12236333e-01 0.00000000e+00)	2.28165632e+00	(-8.26624013e-01 7.03225866e-01 0.00000000e+00)
98.5656129103839902	U               	(4.62818670e-01 -1.10935550e+00 -1.81283926e-18)	(-4.07842894e-01 -3.19909106e-01 0.00000000e+00)	(3.84884086e+00 2.07681936e+00 2.49022566e-18)	(2.04386397e+00 -1.44722418e+00 -9.24367683e-18)
98.5656129103839902	p               	-1.05157823e+01	(1.36759126e+00 -8.12236333e-01 -1.36405821e-17)	2.28306307e+00	(-8.09675297e-01 7.03225797e-01 -2.45287293e-17)
98.5855832728420438	U               	(8.90915971e-02 -8.32375881e-01 -1.37405172e-18)	(1.78048241e+00 3.82506539e-01 -1.16337272e-17)	(3.85867516e+00 2.07978726e+00 1.78851573e-18)	(2.06050408e+00 -1.44722419e+00 0.00000000e+00)
98.5855832728420438	p               	-1.05645589e+01	(1.38430394e+00 -8.12236333e-01 1.36406340e-17)	2.28291678e+00	(-7.93158428e-01 7.03225857e-01 0.00000000e+00)
98.6054188420594073	U               	(6.51178622e-01 -2.07910882e+00 -1.14933933e-18)	(1.73097239e+00 3.58010326e-01 1.51832269e-17)	(3.86800639e+00 2.08251586e+00 3.50174881e-18)	(2.07713464e+00 -1.44722418e+00 -2.00470623e-17)
98.6054188420594073	p               	-1.06168245e+01	(1.46256012e+00 -7.59452238e-01 0.00000000e+00)	2.28357704e+00	(-7.76545244e-01 7.03225785e-01 0.00000000e+00)
98.625116050690167	U               	(-1.48081094e-01 -2.93344303e+00 -2.16087150e-18)	(1.80401056e+00 -1.21582553e-01 0.00000000e+00)	(3.84605840e+00 2.07107609e+00 4.06969338e-18)	(2.02796868e+00 -1.37268371e+00 -1.08777000e-17)
98.625116050690167	p               	-1.06728605e+01	(1.47892509e+00 -7.59452238e-01 7.82173241e-19)	2.28403081e+00	(-7.60362779e-01 7.03225839e-01 0.00000000e+00)
98.6446727085804014	U               	(-9.82522146e-01 -2.82382929e+00 -1.03710888e-18)	(1.73244588e+00 -4.33038162e-01 0.00000000e+00)	(4.10219117e+00 1.79844167e+00 2.49834922e-18)	(1.99276219e+00 -1.54904145e+00 -1.99763281e-17)
98.6446727085804014	p               	-1.07302046e+01	(1.49511289e+00 -7.59452237e-01 0.00000000e+00)	2.28536804e+00	(-7.44109279e-01 7.03225716e-01 1.14773702e-17)
98.6640873052190841	U               	(-1.38265218e+00 -1.36714394e+00 -1.53149036e-18)	(1.31450336e+00 -9.02460178e-01 2.72203548e-17)	(3.89528166e+00 2.08771184e+00 2.85833984e-18)	(2.12512942e+00 -1.44722421e+00 0.00000000e+00)
98.6640873052190841	p               	-1.07859973e+01	(1.51112106e+00 -7.59452238e-01 2.65463586e-17)	2.28585735e+00	(-7.28288884e-01 7.03225870e-01 2.45067167e-17)
98.6833597238711349	U               	(-1.42213481e-01 -9.78455224e-01 -2.06202442e-18)	(1.92842679e+00 4.33952328e-02 -2.41606263e-17)	(3.90321203e+00 2.08924561e+00 3.83496334e-18)	(2.14107937e+00 -1.44722416e+00 0.00000000e+00)
98.6833597238711349	p               	-1.08404816e+01	(1.52695281e+00 -7.59452238e-01 0.00000000e+00)	2.28619026e+00	(-7.12396688e-01 7.03225719e-01 1.22544663e-17)
98.7024895852888022	U               	(-1.45978853e+00 -2.49456272e+00 -1.46223657e-18)	(1.65283295e+00 -6.40292580e-01 0.00000000e+00)	(3.67681549e+00 1.92793412e+00 3.96919559e-18)	(2.29398373e+00 -1.60471711e+00 -4.04169225e-17)
98.7024895852888022	p               	-1.08950922e+01	(1.54260474e+00 -7.59452238e-01 1.36644369e-17)	2.28651287e+00	(-6.96905553e-01 7.03225777e-01 -2.45007081e-17)
98.7214787920378143	U               	(-1.41940083e-01 -3.08807517e+00 -1.28212136e-18)	(1.88316732e+00 -1.21582552e-01 0.00000000e+00)	(3.82400178e+00 2.02859779e+00 2.98149455e-18)	(2.23975194e+00 -1.52453429e+00 0.00000000e+00)
98.7214787920378143	p               	-1.09505182e+01	(1.55808175e+00 -7.59452238e-01 -1.36642465e-17)	2.28645697e+00	(-6.81382530e-01 7.03225643e-01 1.22511611e-17)
98.7403283961908329	U               	(-1.03477141e+00 -2.99904561e+00 -1.09681661e-18)	(1.81071419e+00 -4.33038167e-01 0.00000000e+00)	(4.12761519e+00 1.80238302e+00 3.83413046e-18)	(2.07036931e+00 -1.54904147e+00 -2.92045521e-17)
98.7403283961908329	p               	-1.10060722e+01	(1.57338139e+00 -7.59452238e-01 -2.81111723e-17)	2.28682101e+00	(-6.66206004e-01 7.03225711e-01 0.00000000e+00)
98.7590411736999272	U               	(-1.57437068e+00 -2.38325242e+00 -1.04617677e-18)	(1.64595404e+00 -7.02007807e-01 1.36667507e-17)	(3.68521293e+00 1.92769187e+00 3.56590454e-18)	(2.34006316e+00 -1.60471709e+00 1.70992823e-17)
98.7590411736999272	p               	-1.10613904e+01	(1.58850967e+00 -7.59452238e-01 0.00000000e+00)	2.28726160e+00	(-6.51004342e-01 7.03225618e-01 0.00000000e+00)
98.777619071940606	U               	(2.37448138e-01 -9.57373960e-01 -1.15823503e-18)	(1.90471506e+00 4.62659010e-01 -1.24162498e-17)	(4.13589978e+00 1.80419525e+00 4.70835617e-18)	(2.10032955e+00 -1.54904148e+00 0.00000000e+00)
98.777619071940606	p               	-1.11161140e+01	(1.60346478e+00 -7.59452238e-01 1.36646318e-17)	2.28599241e+00	(-6.36258651e-01 7.03225759e-01 -6.04430878e-17)
98.7960654181227369	U               	(-2.52740280e-01 -1.06859388e+00 -3.25767668e-18)	(2.01972041e+00 -4.33949497e-02 1.24725486e-17)	(3.95526240e+00 2.09900200e+00 5.77929920e-18)	(2.16664301e+00 -1.37268358e+00 0.00000000e+00)
98.7960654181227369	p               	-1.11726877e+01	(1.61825283e+00 -7.59452237e-01 1.36646362e-17)	2.28711688e+00	(-6.21430773e-01 7.03225605e-01 2.44907150e-17)
98.8143824214425877	U               	(5.81619939e-02 -6.42064281e-01 -7.13036804e-19)	(2.06401222e+00 3.19909178e-01 0.00000000e+00)	(3.84344140e+00 2.02780214e+00 2.01051561e-18)	(2.31417146e+00 -1.52453425e+00 -1.85132864e-17)
98.8143824214425877	p               	-1.12276253e+01	(1.63287498e+00 -7.59452237e-01 0.00000000e+00)	2.28607676e+00	(-6.06976315e-01 7.03225732e-01 1.22412781e-17)
98.8325737361185617	U               	(1.98045297e-01 -1.04850477e+00 -1.73278866e-18)	(1.98178933e+00 3.82506547e-01 0.00000000e+00)	(3.84670280e+00 2.02769357e+00 4.39864484e-18)	(2.32871218e+00 -1.52453417e+00 0.00000000e+00)
98.8325737361185617	p               	-1.12846506e+01	(1.64733408e+00 -7.59452237e-01 1.36645555e-17)	2.28612221e+00	(-5.92439165e-01 7.03225608e-01 3.67289693e-17)
98.8506425071644657	U               	(1.10343863e+00 -1.80708280e+00 -1.78045514e-18)	(1.81963078e+00 5.74617751e-01 1.44141876e-17)	(3.68816632e+00 1.57055132e+00 3.79809181e-18)	(2.34876296e+00 -1.80685355e+00 2.28631092e-17)
98.8506425071644657	p               	-1.13397216e+01	(1.66163203e+00 -7.59452237e-01 0.00000000e+00)	2.28628741e+00	(-5.78336712e-01 7.03225725e-01 0.00000000e+00)
