# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
98.8685923233061601	U               	(-3.54192154e-01 -1.13274823e+00 -1.90825531e-18)	(2.07060413e+00 -1.29896031e-01 0.00000000e+00)	(3.63881558e+00 2.29708688e+00 1.28068371e-18)	(2.47248579e+00 -1.40905790e+00 0.00000000e+00)
98.8685923233061601	p               	-1.13961814e+01	(1.67577423e+00 -7.59452237e-01 0.00000000e+00)	2.28630678e+00	(-5.64107550e-01 7.03225600e-01 2.52607346e-17)
98.886426108203807	U               	(-1.90671335e-01 -1.16485147e+00 -3.22896176e-18)	(2.09122470e+00 4.33952249e-02 -1.16916814e-17)	(4.00280025e+00 2.11442879e+00 5.49230304e-18)	(2.23788735e+00 -1.37268365e+00 0.00000000e+00)
98.886426108203807	p               	-1.14536023e+01	(1.68976106e+00 -7.59452238e-01 -1.36649167e-17)	2.28569323e+00	(-5.50298904e-01 7.03225707e-01 -1.14553428e-17)
98.904147998564369	U               	(2.99558003e-01 -6.78468261e-01 -1.47238725e-18)	(1.92574967e+00 7.29286268e-01 2.27057130e-17)	(3.90894407e+00 2.05188897e+00 4.44551368e-18)	(2.18865899e+00 -1.30081367e+00 0.00000000e+00)
98.904147998564369	p               	-1.15115831e+01	(1.70359790e+00 -7.59452237e-01 0.00000000e+00)	2.28547373e+00	(-5.36394803e-01 7.03225589e-01 -2.36940628e-17)
98.9217609355084448	U               	(-8.86905627e-01 -3.42995614e+00 -1.99708800e-18)	(1.98569654e+00 -3.58010267e-01 7.82448958e-19)	(4.02033698e+00 2.12095546e+00 2.43628761e-18)	(2.26532518e+00 -1.37268365e+00 2.10000308e-17)
98.9217609355084448	p               	-1.15698511e+01	(1.71728598e+00 -7.59452238e-01 0.00000000e+00)	2.28567811e+00	(-5.22865597e-01 7.03225698e-01 0.00000000e+00)
98.9392687122375065	U               	(-9.65772857e-02 -1.21302522e+00 -2.57743610e-18)	(2.12565985e+00 1.29896311e-01 1.16713686e-17)	(3.75084693e+00 2.37429814e+00 1.22180595e-18)	(2.45396727e+00 -1.33761177e+00 0.00000000e+00)
98.9392687122375065	p               	-1.16338622e+01	(1.66911504e+00 -8.12236334e-01 -1.44238583e-17)	2.28629535e+00	(-5.09221280e-01 7.03225590e-01 0.00000000e+00)
98.956674108334937	U               	(-8.96123504e-01 -3.49568225e+00 -1.68839294e-18)	(2.01264157e+00 -3.58010273e-01 2.72409340e-17)	(4.03702821e+00 2.12795728e+00 3.44139203e-18)	(2.29233950e+00 -1.37268366e+00 1.08894355e-17)
98.956674108334937	p               	-1.17005157e+01	(1.68251590e+00 -8.12236333e-01 -1.36416917e-17)	2.28435967e+00	(-4.95968032e-01 7.03225675e-01 1.22318155e-17)
98.9739808627510484	U               	(-6.27413222e-01 -3.57551199e+00 -2.36458486e-18)	(2.05098618e+00 -2.80770995e-01 0.00000000e+00)	(3.95932302e+00 2.07702816e+00 1.69660934e-18)	(2.24265074e+00 -1.30081371e+00 0.00000000e+00)
98.9739808627510484	p               	-1.17714266e+01	(1.69577850e+00 -8.12236333e-01 1.36415128e-17)	2.28309314e+00	(-4.82592716e-01 7.03225578e-01 1.22345817e-17)
98.9911914260948436	U               	(1.25739776e-01 -3.48977697e+00 -1.94706081e-18)	(2.10201929e+00 -4.06193074e-02 0.00000000e+00)	(3.87587375e+00 2.02808042e+00 2.69454094e-18)	(2.45168317e+00 -1.52453429e+00 0.00000000e+00)
98.9911914260948436	p               	-1.18437761e+01	(1.70890302e+00 -8.12236333e-01 -1.36415389e-17)	2.28408760e+00	(-4.69623512e-01 7.03225627e-01 1.14504135e-17)
99.0083090450093835	U               	(1.45274836e-02 -1.27718526e+00 -1.54240703e-18)	(2.16499548e+00 2.15604054e-01 0.00000000e+00)	(3.77607779e+00 2.37926391e+00 2.51958754e-18)	(2.50696533e+00 -1.33761182e+00 1.00475583e-17)
99.0083090450093835	p               	-1.19139646e+01	(1.72189385e+00 -8.12236334e-01 -2.65005245e-17)	2.28287472e+00	(-4.56500609e-01 7.03225536e-01 0.00000000e+00)
99.0253361636099783	U               	(1.33429287e-01 -3.54998972e+00 -9.69622387e-19)	(2.12786765e+00 -4.06193110e-02 0.00000000e+00)	(3.78231407e+00 2.38059237e+00 5.98004857e-18)	(2.51973120e+00 -1.33761187e+00 1.00492405e-17)
99.0253361636099783	p               	-1.19858217e+01	(1.73475148e+00 -8.12236333e-01 -1.56448644e-18)	2.28275365e+00	(-4.43784229e-01 7.03225588e-01 0.00000000e+00)
99.0422756160228204	U               	(-4.20617389e-01 -1.34225051e+00 -3.67515502e-18)	(2.20402540e+00 -1.29896084e-01 -7.81927720e-19)	(3.78797685e+00 2.38221912e+00 7.98316005e-19)	(2.53265517e+00 -1.33761181e+00 0.00000000e+00)
99.0422756160228204	p               	-1.20603641e+01	(1.74747996e+00 -8.12236334e-01 -2.57180795e-17)	2.28213536e+00	(-4.30918764e-01 7.03225506e-01 1.22338357e-17)
99.0591293512618165	U               	(-1.15717879e+00 -1.27361201e+00 -2.07996517e-18)	(1.47779747e+00 -9.70418645e-01 0.00000000e+00)	(3.88786524e+00 2.03072704e+00 1.05724287e-18)	(2.50318351e+00 -1.52453427e+00 0.00000000e+00)
99.0591293512618165	p               	-1.21341848e+01	(1.76007963e+00 -8.12236334e-01 0.00000000e+00)	2.28095244e+00	(-4.18424567e-01 7.03225550e-01 -2.36821355e-17)
99.0758999859904179	U               	(-3.39302822e-01 -1.40356453e+00 -2.14553756e-18)	(2.23573926e+00 -4.33949942e-02 2.57254758e-17)	(3.79940738e+00 2.38561768e+00 1.25889628e-18)	(2.55790497e+00 -1.33761183e+00 0.00000000e+00)
99.0758999859904179	p               	-1.22124772e+01	(1.77255385e+00 -8.12236334e-01 0.00000000e+00)	2.28028198e+00	(-4.05810211e-01 7.03225526e-01 -1.22347514e-17)
99.0925893149599801	U               	(1.63274711e-02 -1.38737956e+00 -2.67853062e-18)	(2.22800917e+00 2.15604034e-01 0.00000000e+00)	(3.83405131e+00 2.41608328e+00 2.11324350e-18)	(2.49925768e+00 -1.26872533e+00 5.29320979e-17)
99.0925893149599801	p               	-1.22904134e+01	(1.78490310e+00 -8.12236334e-01 0.00000000e+00)	2.27969281e+00	(-3.93549131e-01 7.03225557e-01 -2.36846988e-17)
99.10919950924945	U               	(1.63268555e-01 -9.14325020e-01 -1.69756415e-18)	(2.28999954e+00 3.19909172e-01 2.19199338e-17)	(3.81060433e+00 2.38945962e+00 1.43163231e-18)	(2.58265842e+00 -1.33761184e+00 1.93052783e-17)
99.10919950924945	p               	-1.23746175e+01	(1.73145506e+00 -8.60004274e-01 0.00000000e+00)	2.28064784e+00	(-2.95459523e-01 6.64985424e-01 -1.33742142e-17)
99.1257321734783119	U               	(1.57030402e-01 -3.72724706e+00 -1.41078157e-18)	(2.20235150e+00 -4.06193144e-02 0.00000000e+00)	(4.16325820e+00 1.48475086e+00 2.07932615e-18)	(2.29843324e+00 -1.72886140e+00 0.00000000e+00)
99.1257321734783119	p               	-1.24614163e+01	(1.74356031e+00 -8.60004274e-01 0.00000000e+00)	2.28135016e+00	(-2.83428959e-01 6.64985450e-01 0.00000000e+00)
99.1421891977881415	U               	(-1.09041484e-01 -3.84167325e+00 -2.07347860e-18)	(2.20802212e+00 -1.21582564e-01 1.44347941e-17)	(3.90398064e+00 2.03626082e+00 2.37547668e-18)	(2.56492747e+00 -1.52453424e+00 0.00000000e+00)
99.1421891977881415	p               	-1.25487470e+01	(1.75554634e+00 -8.60004274e-01 0.00000000e+00)	2.28009577e+00	(-2.71356417e-01 6.64985394e-01 0.00000000e+00)
99.1585720291077592	U               	(-3.83603724e-01 -3.91458015e+00 -1.59558391e-18)	(2.20722636e+00 -2.01798728e-01 2.80551929e-17)	(3.71139553e+00 2.30047127e+00 2.91074827e-18)	(2.69214174e+00 -1.40905805e+00 0.00000000e+00)
99.1585720291077592	p               	-1.26372833e+01	(1.76741312e+00 -8.60004273e-01 0.00000000e+00)	2.27969192e+00	(-2.59596765e-01 6.64985428e-01 -1.33709521e-17)
99.1748824331805281	U               	(-4.67947545e-01 -1.52948296e+00 -2.57817980e-18)	(2.30139285e+00 -1.29896104e-01 0.00000000e+00)	(4.09502056e+00 2.15830436e+00 1.97624416e-18)	(2.39224112e+00 -1.30081371e+00 0.00000000e+00)
99.1748824331805281	p               	-1.27264115e+01	(1.77916380e+00 -8.60004275e-01 1.36227744e-17)	2.27917753e+00	(-2.47762707e-01 6.64985368e-01 7.80625383e-19)
99.1911214221144775	U               	(-9.52385205e-01 -3.91212181e+00 -1.68275184e-18)	(2.18659851e+00 -3.58010281e-01 5.52591293e-17)	(3.71995837e+00 2.30301666e+00 2.52739862e-18)	(2.71554932e+00 -1.40905804e+00 0.00000000e+00)
99.1911214221144775	p               	-1.28148965e+01	(1.79079781e+00 -8.60004274e-01 -1.44051548e-17)	2.28091590e+00	(-2.36234538e-01 6.64985400e-01 -2.75207559e-17)
99.2072906338187437	U               	(-6.58616857e-01 -3.99255279e+00 -8.15967844e-19)	(2.22320077e+00 -2.80771004e-01 1.36249926e-17)	(4.06561278e+00 2.13597071e+00 1.48693284e-18)	(2.54406926e+00 -1.44722409e+00 0.00000000e+00)
99.2072906338187437	p               	-1.29043510e+01	(1.80231804e+00 -8.60004275e-01 0.00000000e+00)	2.28159055e+00	(-2.24632199e-01 6.64985343e-01 0.00000000e+00)
99.2233909627205861	U               	(-1.23373543e+00 -3.86892353e+00 -1.35233611e-18)	(2.17844720e+00 -4.33038171e-01 2.80188944e-17)	(3.72872468e+00 2.30622086e+00 2.74837104e-18)	(2.73854482e+00 -1.40905802e+00 0.00000000e+00)
99.2233909627205861	p               	-1.29942744e+01	(1.81372400e+00 -8.60004274e-01 -1.36227966e-17)	2.28152487e+00	(-2.13363947e-01 6.64985406e-01 0.00000000e+00)
99.2394238525802308	U               	(8.00089673e-01 -1.33543755e+00 -1.28030425e-18)	(2.11774681e+00 6.83977660e-01 3.65154856e-17)	(3.85578156e+00 2.40990455e+00 3.76129149e-18)	(2.67645300e+00 -1.33761181e+00 -1.00401913e-17)
99.2394238525802308	p               	-1.30862738e+01	(1.82501810e+00 -8.60004275e-01 2.80277501e-17)	2.28131669e+00	(-2.01981832e-01 6.64985331e-01 0.00000000e+00)
99.2553899699539812	U               	(-5.94435328e-01 -1.60984737e+00 -1.97516816e-18)	(2.34498333e+00 -2.15603885e-01 0.00000000e+00)	(3.73800769e+00 2.31011635e+00 1.55644128e-18)	(2.76103529e+00 -1.40905801e+00 0.00000000e+00)
99.2553899699539812	p               	-1.31752415e+01	(1.83619980e+00 -8.60004274e-01 0.00000000e+00)	2.28203874e+00	(-1.90928561e-01 6.64985374e-01 1.25861224e-17)
99.2712902633293055	U               	(3.34412963e-01 -1.59684267e+00 -3.28391616e-18)	(2.30912373e+00 3.82506522e-01 0.00000000e+00)	(3.86742573e+00 2.41651551e+00 2.61633849e-18)	(2.69872724e+00 -1.33761180e+00 1.00399125e-17)
99.2712902633293055	p               	-1.32659266e+01	(1.84727139e+00 -8.60004276e-01 1.44050140e-17)	2.28198590e+00	(-1.79766215e-01 6.64985286e-01 0.00000000e+00)
99.2871250151505649	U               	(-8.92749314e-02 -4.09853334e+00 -1.32435805e-18)	(2.31070762e+00 -1.21582557e-01 1.44347641e-17)	(3.74815302e+00 2.31470311e+00 3.38003184e-18)	(2.78292887e+00 -1.40905796e+00 -6.25305703e-17)
99.2871250151505649	p               	-1.33559069e+01	(1.85823121e+00 -8.60004276e-01 -1.36229010e-17)	2.28347672e+00	(-1.68930764e-01 6.64985300e-01 -1.25847734e-17)
99.302895083482511	U               	(-2.26309055e+00 -2.74326092e+00 -1.57374004e-18)	(1.93475801e+00 -8.12236335e-01 0.00000000e+00)	(3.63217494e+00 2.70517368e+00 1.37869344e-18)	(2.74588391e+00 -1.15792785e+00 2.10109964e-17)
99.302895083482511	p               	-1.34470210e+01	(1.86908296e+00 -8.60004276e-01 -2.80279047e-17)	2.28429388e+00	(-1.57981091e-01 6.64985257e-01 0.00000000e+00)
99.3186005370049116	U               	(1.96576043e-01 -1.71984236e+00 -1.98901378e-18)	(2.36844360e+00 2.99983103e-01 -6.21177393e-17)	(4.28167668e+00 1.86712293e+00 3.22151301e-18)	(2.50463879e+00 -1.54904141e+00 -1.84202271e-17)
99.3186005370049116	p               	-1.35348884e+01	(1.87982481e+00 -8.60004276e-01 0.00000000e+00)	2.28631822e+00	(-1.47346995e-01 6.64985306e-01 -1.25844536e-17)
99.3342420210054229	U               	(-9.78954108e-01 -4.15670718e+00 -1.89884598e-18)	(2.28626005e+00 -3.58010274e-01 2.64550989e-17)	(3.78480466e+00 1.59883043e+00 2.49692712e-18)	(2.70628987e+00 -1.80685348e+00 -7.79497256e-19)
99.3342420210054229	p               	-1.36233309e+01	(1.89045884e+00 -8.60004276e-01 1.44050168e-17)	2.28503613e+00	(-1.36616271e-01 6.64985266e-01 -2.59556819e-17)
99.3498196230973605	U               	(1.13553174e+00 -3.39489699e+00 -1.36649791e-18)	(2.32186804e+00 2.80771043e-01 -3.93088597e-17)	(3.76258268e+00 1.29323627e+00 2.73313760e-18)	(2.63201771e+00 -2.01231360e+00 0.00000000e+00)
99.3498196230973605	p               	-1.37082205e+01	(1.90098384e+00 -8.60004277e-01 0.00000000e+00)	2.28574140e+00	(-1.26196247e-01 6.64985294e-01 -1.33647563e-17)
99.365333911477066	U               	(4.20440751e-02 -1.84556184e+00 -1.74869470e-18)	(2.42019404e+00 2.15604030e-01 -1.24339943e-17)	(4.22168705e+00 2.23803786e+00 4.52154037e-18)	(2.52460449e+00 -1.30081367e+00 0.00000000e+00)
99.365333911477066	p               	-1.38005401e+01	(1.97707714e+00 -8.12236335e-01 0.00000000e+00)	2.28605183e+00	(-1.15689877e-01 6.64985237e-01 0.00000000e+00)
99.3807848261526345	U               	(-2.79262219e-01 -1.92483757e+00 -3.13882781e-18)	(2.45058246e+00 4.33951626e-02 0.00000000e+00)	(3.63014419e+00 2.20281499e+00 3.73316564e-18)	(2.92282640e+00 -1.48315885e+00 1.55598320e-17)
99.3807848261526345	p               	-1.38938429e+01	(1.98738725e+00 -8.12236335e-01 -1.28583912e-17)	2.28704846e+00	(-1.05482848e-01 6.64985270e-01 0.00000000e+00)
99.3961728621494416	U               	(-1.22837223e-01 -1.93773874e+00 -1.16632505e-18)	(2.45415312e+00 1.29896252e-01 0.00000000e+00)	(3.91983872e+00 2.44947471e+00 4.00392972e-18)	(2.78353262e+00 -1.33761178e+00 1.00381523e-17)
99.3961728621494416	p               	-1.39907884e+01	(1.99759142e+00 -8.12236335e-01 0.00000000e+00)	2.28942074e+00	(-9.51934766e-02 6.64985214e-01 1.41474185e-17)
99.4114977546162208	U               	(-3.76065683e-01 -4.35818796e+00 -1.64119125e-18)	(2.38182693e+00 -2.01798725e-01 2.64893849e-17)	(4.25444205e+00 2.25612878e+00 1.48442954e-18)	(2.55519196e+00 -1.30081370e+00 4.64872740e-17)
99.4114977546162208	p               	-1.40835660e+01	(2.00768821e+00 -8.12236335e-01 -1.36405872e-17)	2.29086487e+00	(-8.52043210e-02 6.64985250e-01 0.00000000e+00)
99.4267606044650165	U               	(1.18199298e+00 -3.50158864e+00 -1.22498285e-18)	(2.37288912e+00 2.80771041e-01 1.44069944e-17)	(4.16361575e+00 2.18490710e+00 2.13012446e-18)	(2.69400740e+00 -1.44722406e+00 -2.92878021e-17)
99.4267606044650165	p               	-1.41786718e+01	(2.01768028e+00 -8.12236335e-01 0.00000000e+00)	2.29218404e+00	(-7.51283854e-02 6.64985194e-01 -1.33659162e-17)
99.4419613557412276	U               	(-1.00964374e+00 -4.34603257e+00 -1.70077932e-18)	(2.35769249e+00 -3.58010277e-01 -1.44010303e-17)	(4.28169661e+00 2.26240212e+00 2.25151972e-18)	(2.63838236e+00 -1.37268361e+00 0.00000000e+00)
99.4419613557412276	p               	-1.42716707e+01	(2.02756640e+00 -8.12236335e-01 -1.36405276e-17)	2.29323073e+00	(-6.53665719e-02 6.64985240e-01 0.00000000e+00)
99.4571007968179117	U               	(-2.90135950e-01 -2.08346907e+00 -2.35039465e-18)	(2.50054707e+00 4.33951541e-02 -4.90947975e-17)	(4.02008031e+00 2.53871185e+00 2.20190929e-18)	(2.75226263e+00 -1.26872526e+00 -1.01101927e-17)
99.4571007968179117	p               	-1.43616943e+01	(2.03734880e+00 -8.12236335e-01 0.00000000e+00)	2.29430427e+00	(-5.54974037e-02 6.64985184e-01 1.33646359e-17)
99.4721790555873469	U               	(-4.49928079e-01 -2.10746580e+00 -1.68955808e-18)	(2.51022337e+00 -4.33950294e-02 0.00000000e+00)	(3.96100600e+00 2.47580734e+00 5.44494347e-18)	(2.83300002e+00 -1.33761180e+00 -3.01146859e-17)
99.4721790555873469	p               	-1.44582211e+01	(2.04702664e+00 -8.12236335e-01 0.00000000e+00)	2.29829811e+00	(-4.59215692e-02 6.64985221e-01 0.00000000e+00)
99.4871964752429818	U               	(-1.21231047e-01 -2.12966310e+00 -4.02394951e-18)	(2.51316524e+00 1.29896240e-01 1.24490500e-17)	(4.31532052e+00 2.27753260e+00 2.88190178e-18)	(2.66757850e+00 -1.37268357e+00 1.00937825e-17)
99.4871964752429818	p               	-1.45526283e+01	(2.05660156e+00 -8.12236335e-01 0.00000000e+00)	2.30137351e+00	(4.62274079e-02 6.28115167e-01 1.54155345e-17)
99.5021529553328037	U               	(-1.34023541e+00 -4.36864255e+00 -2.76009274e-18)	(2.36512127e+00 -4.33038170e-01 1.44000664e-17)	(3.84302098e+00 2.36765045e+00 1.54207337e-18)	(2.92567705e+00 -1.40905797e+00 0.00000000e+00)
99.5021529553328037	p               	-1.46425189e+01	(2.06607279e+00 -8.12236335e-01 -1.44226464e-17)	2.30452198e+00	(1.05395448e-02 5.19337984e-01 1.46196751e-17)
99.5170489530554789	U               	(-7.08832313e-01 -4.53898501e+00 -2.19755609e-18)	(2.43065009e+00 -2.80771005e-01 0.00000000e+00)	(4.62258888e+00 1.98805913e+00 3.48403056e-18)	(2.51805357e+00 -1.39219300e+00 3.45381451e-17)
99.5170489530554789	p               	-1.47321045e+01	(2.07544205e+00 -8.12236335e-01 0.00000000e+00)	2.30844544e+00	(1.99733638e-02 5.19337921e-01 1.46224672e-17)
99.5318796992427082	U               	(-1.20332585e-01 -2.22917393e+00 -1.97039195e-18)	(2.54126907e+00 1.29896228e-01 1.24490997e-17)	(4.15500518e+00 2.18979437e+00 2.45984024e-18)	(2.57115773e+00 -1.23151864e+00 2.64830477e-17)
99.5318796992427082	p               	-1.48174448e+01	(2.08470567e+00 -8.12236335e-01 -1.36403570e-17)	2.31098245e+00	(2.91602173e-02 5.19337969e-01 0.00000000e+00)
99.5466441504388797	U               	(-3.03254078e-01 -2.28446093e+00 -4.46187957e-18)	(2.55706556e+00 4.33951476e-02 0.00000000e+00)	(3.64214206e+00 2.75867236e+00 2.66058103e-18)	(2.83152196e+00 -1.09726169e+00 2.28772803e-17)
99.5466441504388797	p               	-1.49021526e+01	(2.09386450e+00 -8.12236336e-01 -2.64983031e-17)	2.31498273e+00	(3.83839572e-02 5.19337907e-01 0.00000000e+00)
99.5613421904387508	U               	(-6.45774177e-01 -2.27368102e+00 -2.23831654e-18)	(2.55948071e+00 -1.29896124e-01 0.00000000e+00)	(4.02229449e+00 2.51345169e+00 2.04644117e-18)	(2.88903711e+00 -1.33761178e+00 1.92928472e-17)
99.5613421904387508	p               	-1.49825007e+01	(2.10291787e+00 -8.12236335e-01 -2.64983836e-17)	2.31903451e+00	(4.73644282e-02 5.19337953e-01 2.84565024e-17)
99.5759741685823201	U               	(-1.36128927e+00 -1.76431783e+00 -5.52673201e-18)	(2.43542062e+00 -5.39939808e-01 0.00000000e+00)	(4.03893977e+00 2.57068632e+00 4.19252760e-18)	(2.75815557e+00 -1.20230666e+00 2.28767341e-17)
99.5759741685823201	p               	-1.50693918e+01	(2.11186739e+00 -8.12236336e-01 0.00000000e+00)	2.32310770e+00	(5.63697938e-02 5.19337883e-01 1.46210660e-17)
99.5905404369127467	U               	(-7.22404398e-01 -4.67621041e+00 -1.69181048e-18)	(2.47592104e+00 -2.80771004e-01 0.00000000e+00)	(4.11634047e+00 2.60099128e+00 2.06106985e-18)	(2.83571616e+00 -1.26872525e+00 -1.08893406e-17)
99.5905404369127467	p               	-1.51528172e+01	(2.12071294e+00 -8.12236335e-01 1.36403047e-17)	2.32950428e+00	(6.51492192e-02 5.19337900e-01 7.80870713e-19)
99.6050416519218231	U               	(-2.38611336e+00 -2.68671362e+00 -2.71297702e-18)	(1.99455315e+00 -9.02460198e-01 0.00000000e+00)	(3.91570554e+00 2.40800298e+00 6.14649104e-19)	(2.98927537e+00 -1.40905794e+00 -1.85202377e-17)
99.6050416519218231	p               	-1.52383712e+01	(2.19117166e+00 -7.59452235e-01 -2.73266726e-17)	2.33411369e+00	(7.39501758e-02 5.19337846e-01 0.00000000e+00)
99.6194783409020488	U               	(4.96639612e-01 -2.27314441e+00 -4.26652380e-18)	(2.53428067e+00 3.82506497e-01 1.31969023e-17)	(4.07187467e+00 2.54166803e+00 2.34085854e-18)	(2.92424592e+00 -1.33761177e+00 0.00000000e+00)
99.6194783409020488	p               	-1.53365426e+01	(2.19981264e+00 -7.59452235e-01 0.00000000e+00)	2.33928402e+00	(8.25287235e-02 5.19337868e-01 1.53987028e-17)
99.6338511644548959	U               	(-5.06644544e-01 -2.49260350e+00 -1.60076775e-18)	(2.60983867e+00 -4.33949973e-02 0.00000000e+00)	(4.07876450e+00 2.59021691e+00 4.68476478e-18)	(2.79287518e+00 -1.20230663e+00 0.00000000e+00)
99.6338511644548959	p               	-1.54338244e+01	(2.20835258e+00 -7.59452235e-01 0.00000000e+00)	2.34395133e+00	(9.11260366e-02 5.19337805e-01 -2.92405502e-17)
99.6481604890871182	U               	(-1.42997443e+00 -4.66157317e+00 -2.80784726e-18)	(2.45412560e+00 -4.33038165e-01 2.80172804e-17)	(4.35349452e+00 2.25070372e+00 3.25318310e-18)	(2.83152135e+00 -1.44722403e+00 0.00000000e+00)
99.6481604890871182	p               	-1.55311725e+01	(2.21679233e+00 -7.59452235e-01 0.00000000e+00)	2.34865681e+00	(9.95058933e-02 5.19337836e-01 1.53985118e-17)
99.6624067772843745	U               	(-2.30020644e+00 -4.20328955e+00 -1.86739977e-18)	(2.33536124e+00 -6.40292571e-01 1.36459161e-17)	(4.18197443e+00 2.63584977e+00 2.70842933e-18)	(2.87844096e+00 -1.26872519e+00 -5.28806461e-17)
99.6624067772843745	p               	-1.56193845e+01	(2.22513268e+00 -7.59452235e-01 1.44455724e-17)	2.35422967e+00	(1.07912421e-01 5.19337778e-01 1.46204939e-17)
99.6765904156426217	U               	(-1.13840175e-01 -2.57481999e+00 -1.69711722e-18)	(2.62822558e+00 1.29896245e-01 0.00000000e+00)	(3.69524544e+00 2.81490601e+00 4.17421201e-18)	(2.90930290e+00 -1.09726165e+00 0.00000000e+00)
99.6765904156426217	p               	-1.57057021e+01	(2.23337411e+00 -7.59452235e-01 2.65445837e-17)	2.35956152e+00	(1.16139878e-01 5.19337816e-01 -1.54007598e-17)
99.6907122246019952	U               	(-1.46226833e+00 -4.75326419e+00 -3.65696689e-18)	(2.47885116e+00 -4.33038165e-01 1.51822306e-17)	(3.84619604e+00 2.90291472e+00 1.01588571e-18)	(2.99141037e+00 -1.15792782e+00 0.00000000e+00)
